nama_paket,nama_kapal,kategori,harga,harga_numeric,durasi,kapasitas,destinasi,fasilitas,layanan,fitur,deskripsi,image_url,link,sumber,content,combined_text,processed_text
Sewa Kapal Phinisi Fenides Liveaboard,Sewa Fenides,IJ_VVIP,Rp.,0,3D2N,1 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, bathroom, cabin, dining area, lounge","snorkeling, diving, trekking, open trip","ac, dining area, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Fenides adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vvip/fenides-phinisi/,indonesiajuara.asia,"Sewa Kapal Phinisi Fenides Liveaboard IJ_VVIP 3D2N 1 Guests ac, dining area, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Fenides IJ_VVIP Rp. komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Fenides adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa fenides ijvvip komodo padar pink beach labu bajo kanawa kelor ac ning area lounge snorkeling labu bajo bar komodo cabin padar pink beach bathroom trekking diving kelor kanawa open trip sewa fenides mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Rascal,Sewa Rascal,IJ_VVIP,USD 12.000,12000,3D2N,1 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, bathroom, cabin, lounge","snorkeling, diving, trekking, open trip","ac, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Rascal adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vvip/rascal/,indonesiajuara.asia,"Sewa Kapal Rascal IJ_VVIP 3D2N 1 Guests ac, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Rascal IJ_VVIP USD 12.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Rascal adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa rascal ijvvip komodo padar pink beach labu bajo kanawa kelor ac lounge snorkeling labu bajo bar komodo cabin padar pink beach bathroom trekking diving kelor kanawa open trip sewa rascal mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Paket Wisata Private Trip Derawan 3D2N – 4D3N,Paket Wisata Derawan 3D2N – 4D3N,IJ_VVIP,Rp 18.900.000,18900000,3D2N,2 - 10 Guests,"komodo, pink beach, labuan bajo","bar, ac","snorkeling, diving, trekking, open trip, kayak","ac, snorkeling, kayak, labuan bajo, bar, komodo, pink beach, trekking, diving, open trip",Paket Wisata Derawan 3D2N – 4D3N adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/private-trip-derawan/,indonesiajuara.asia,"Paket Wisata Private Trip Derawan 3D2N – 4D3N IJ_VVIP 3D2N 2 - 10 Guests ac, snorkeling, kayak, labuan bajo, bar, komodo, pink beach, trekking, diving, open trip","Paket Wisata Derawan 3D2N – 4D3N IJ_VVIP Rp 18.900.000 komodo, pink beach, labuan bajo ac, snorkeling, kayak, labuan bajo, bar, komodo, pink beach, trekking, diving, open trip Paket Wisata Derawan 3D2N – 4D3N adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",paket wisata dawan d n d n ijvvip komodo pink beach labu bajo ac snorkeling kayak labu bajo bar komodo pink beach trekking diving open trip paket wisata dawan d n d n mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
MAGIA II,MAGIA II,IJ_VVIP,Rp.,0,3D2N,2 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","jacuzzi, bar, ac, bathroom, cabin","snorkeling, diving, trekking, open trip","ac, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip",MAGIA II adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vvip/magia-ii/,indonesiajuara.asia,"MAGIA II IJ_VVIP 3D2N 2 Guests ac, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip","MAGIA II IJ_VVIP Rp. komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip MAGIA II adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",magia ii ijvvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar komodo cabin padar pink beach trekking bathroom jacuzzi diving kelor kanawa open trip magia ii mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Manta Mae,Sewa Manta Mae,IJ_VVIP,Rp.,0,3D2N,1 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, bathroom, cabin, dining area, lounge","snorkeling, diving, trekking, open trip","ac, dining area, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Manta Mae adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vvip/manta-mae/,indonesiajuara.asia,"Sewa Kapal Manta Mae IJ_VVIP 3D2N 1 Guests ac, dining area, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Manta Mae IJ_VVIP Rp. komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Manta Mae adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa manta mae ijvvip komodo padar pink beach labu bajo kanawa kelor ac ning area lounge snorkeling labu bajo bar komodo cabin padar pink beach bathroom trekking diving kelor kanawa open trip sewa manta mae mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Paket Tour Nusa Penida 2026,Paket Nusa Penida 2026,IJ_VVIP,Rp1.700.000,1700000,3D2N,2 - 10 Guests,"komodo, pink beach, labuan bajo","bar, ac","snorkeling, trekking, open trip","ac, snorkeling, labuan bajo, bar, komodo, pink beach, trekking, open trip",Paket Nusa Penida 2026 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/tour-nusa-penida/,indonesiajuara.asia,"Paket Tour Nusa Penida 2026 IJ_VVIP 3D2N 2 - 10 Guests ac, snorkeling, labuan bajo, bar, komodo, pink beach, trekking, open trip","Paket Nusa Penida 2026 IJ_VVIP Rp1.700.000 komodo, pink beach, labuan bajo ac, snorkeling, labuan bajo, bar, komodo, pink beach, trekking, open trip Paket Nusa Penida 2026 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",paket nusa penida ijvvip komodo pink beach labu bajo ac snorkeling labu bajo bar komodo pink beach trekking open trip paket nusa penida mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa KapalOcean Angel Yacht Phinisi,Sewa KapalOcean Angel Yacht,IJ_VIP,Rp 124.000.000,124000000,3D2N,1 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","jacuzzi, bar, ac, bathroom, cabin, dining area","snorkeling, diving, trekking, open trip","ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip",Sewa KapalOcean Angel Yacht adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/ocean-angel-yacht-phinisi/,indonesiajuara.asia,"Sewa KapalOcean Angel Yacht Phinisi IJ_VIP 3D2N 1 Guests ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip","Sewa KapalOcean Angel Yacht IJ_VIP Rp 124.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip Sewa KapalOcean Angel Yacht adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa kapalocean angel yacht ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area snorkeling labu bajo bar komodo cabin padar pink beach trekking bathroom jacuzzi diving kelor kanawa open trip sewa kapalocean angel yacht mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Devita’R Cruise,Sewa Devita’R Cruise,IJ_VIP,Rp 60.500.000,60500000,3D2N,2 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","sun deck, jacuzzi, restaurant, bar, ac, bathroom, cabin","snorkeling, diving, trekking, open trip","ac, snorkeling, labuan bajo, bar, restaurant, sun deck, cabin, komodo, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip",Sewa Devita’R Cruise adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/devita-r-cruise/,indonesiajuara.asia,"Sewa Kapal Devita’R Cruise IJ_VIP 3D2N 2 Guests ac, snorkeling, labuan bajo, bar, restaurant, sun deck, cabin, komodo, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip","Sewa Devita’R Cruise IJ_VIP Rp 60.500.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, restaurant, sun deck, cabin, komodo, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip Sewa Devita’R Cruise adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa devita r cruise ijvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar restaurant sun deck cabin komodo padar pink beach trekking bathroom jacuzzi diving kelor kanawa open trip sewa devita r cruise mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Le Costa,Sewa Le Costa,IJ_VIP,Rp 110.000.000,110000000,3D2N,1 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","sun deck, jacuzzi, bar, ac, bathroom, cabin, dining area","snorkeling, diving, trekking, open trip","ac, dining area, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip",Sewa Le Costa adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/le-costa-liveaboard/,indonesiajuara.asia,"Sewa Kapal Le Costa IJ_VIP 3D2N 1 Guests ac, dining area, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip","Sewa Le Costa IJ_VIP Rp 110.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip Sewa Le Costa adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa le costa ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area snorkeling labu bajo bar sun deck komodo cabin padar pink beach trekking bathroom jacuzzi diving kelor kanawa open trip sewa le costa mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa KapalLamborajo III,Sewa KapalLamborajo III,IJ_VIP,Rp 124.000.000,124000000,3D2N,22 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","sun deck, jacuzzi, bar, ac, bathroom, cabin, dining area","snorkeling, diving, trekking, open trip","ac, dining area, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip",Sewa KapalLamborajo III adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/lamborajo-iii/,indonesiajuara.asia,"Sewa KapalLamborajo III IJ_VIP 3D2N 22 Guests ac, dining area, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip","Sewa KapalLamborajo III IJ_VIP Rp 124.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip Sewa KapalLamborajo III adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa kapallamborajo iii ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area snorkeling labu bajo bar sun deck komodo cabin padar pink beach trekking bathroom jacuzzi diving kelor kanawa open trip sewa kapallamborajo iii mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Sukha Sail II Phinisi,Sewa Sukha Sail II,IJ_VIP,Rp 142.000.000,142000000,3D2N,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, bathroom, cabin, lounge","snorkeling, diving, trekking, open trip","ac, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Sukha Sail II adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/sukha-sail-2/,indonesiajuara.asia,"Sewa Kapal Sukha Sail II Phinisi IJ_VIP 3D2N 2 - 10 Guests ac, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Sukha Sail II IJ_VIP Rp 142.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Sukha Sail II adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa sukha sail ii ijvip komodo padar pink beach labu bajo kanawa kelor ac lounge snorkeling labu bajo bar komodo cabin padar pink beach bathroom trekking diving kelor kanawa open trip sewa sukha sail ii mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Lamain 2,Sewa Lamain 2,IJ_VIP,Rp 210.000.000,210000000,3D2N,1 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","sun deck, jacuzzi, bar, ac, bathroom, cabin, dining area","snorkeling, diving, trekking, open trip","ac, dining area, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip",Sewa Lamain 2 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/lamain-cruise-voyage-2/,indonesiajuara.asia,"Sewa Kapal Lamain 2 IJ_VIP 3D2N 1 Guests ac, dining area, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip","Sewa Lamain 2 IJ_VIP Rp 210.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip Sewa Lamain 2 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa lamain ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area snorkeling labu bajo bar sun deck komodo cabin padar pink beach trekking bathroom jacuzzi diving kelor kanawa open trip sewa lamain mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Cajoma IV,Sewa Cajoma IV,IJ_VIP,Rp 96.000.000,96000000,3D2N,1 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","sun deck, jacuzzi, bar, ac, bathroom, cabin, shower","snorkeling, diving, trekking, open trip","shower, ac, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip",Sewa Cajoma IV adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/cajoma-iv-phinisi/,indonesiajuara.asia,"Sewa Kapal Cajoma IV IJ_VIP 3D2N 1 Guests shower, ac, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip","Sewa Cajoma IV IJ_VIP Rp 96.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor shower, ac, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, trekking, bathroom, jacuzzi, diving, kelor, kanawa, open trip Sewa Cajoma IV adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa cajoma iv ijvip komodo padar pink beach labu bajo kanawa kelor shower ac snorkeling labu bajo bar sun deck komodo cabin padar pink beach trekking bathroom jacuzzi diving kelor kanawa open trip sewa cajoma iv mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Andalucia 2,Sewa Andalucia 2,IJ_VIP,IDR 59.500.000,59500000,3D2N,1 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, bathroom, cabin","snorkeling, diving, trekking, open trip","ac, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Andalucia 2 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/andalucia-2/,indonesiajuara.asia,"Sewa Kapal Andalucia 2 IJ_VIP 3D2N 1 Guests ac, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Andalucia 2 IJ_VIP IDR 59.500.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Andalucia 2 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa andalucia ijvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar komodo cabin padar pink beach bathroom trekking diving kelor kanawa open trip sewa andalucia mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Gandiva Phinisi,Sewa Gandiva,IJ_VIP,Rp92.000.000,92000000,3D2N,1 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","wifi, bar, ac, bathroom, cabin, dining area","snorkeling, diving, trekking, open trip","ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, wifi, diving, kelor, kanawa, open trip",Sewa Gandiva adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/gandiva-phinisi/,indonesiajuara.asia,"Sewa Kapal Gandiva Phinisi IJ_VIP 3D2N 1 Guests ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, wifi, diving, kelor, kanawa, open trip","Sewa Gandiva IJ_VIP Rp92.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, wifi, diving, kelor, kanawa, open trip Sewa Gandiva adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa gandiva ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area snorkeling labu bajo bar komodo cabin padar pink beach bathroom trekking wifi diving kelor kanawa open trip sewa gandiva mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Blessing Liveaboard Phinisi,Sewa Blessing,IJ_VIP,Rp 69.300.000,69300000,3D2N,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, bathroom, cabin, dining area, lounge, shower","snorkeling, diving, trekking, open trip","shower, ac, dining area, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Blessing adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/blessing/,indonesiajuara.asia,"Sewa Kapal Blessing Liveaboard Phinisi IJ_VIP 3D2N 2 - 10 Guests shower, ac, dining area, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Blessing IJ_VIP Rp 69.300.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor shower, ac, dining area, lounge, snorkeling, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Blessing adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa blessing ijvip komodo padar pink beach labu bajo kanawa kelor shower ac ning area lounge snorkeling labu bajo bar komodo cabin padar pink beach bathroom trekking diving kelor kanawa open trip sewa blessing mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Sewa Kapal Radea Phinisi,Sewa Radea,IJ_VIP,Rp 70.000.000,70000000,3D2N,2 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","sun deck, bar, ac, bathroom, cabin, dining area, lounge","snorkeling, diving, trekking, open trip","ac, dining area, lounge, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip",Sewa Radea adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://indonesiajuara.asia/wp-content/uploads/2022/10/ijt-ebp-horizontal.webp,https://indonesiajuara.asia/sewa-kapal-labuan-bajo/vip/radea-phinisi/,indonesiajuara.asia,"Sewa Kapal Radea Phinisi IJ_VIP 3D2N 2 Guests ac, dining area, lounge, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip","Sewa Radea IJ_VIP Rp 70.000.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, lounge, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, bathroom, trekking, diving, kelor, kanawa, open trip Sewa Radea adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa radea ijvip komodo padar pink beach labu bajo kanawa kelor ac ning area lounge snorkeling labu bajo bar sun deck komodo cabin padar pink beach bathroom trekking diving kelor kanawa open trip sewa radea mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
