nama_paket,nama_kapal,kategori,harga,harga_numeric,durasi,kapasitas,destinasi,fasilitas,layanan,fitur,deskripsi,image_url,link,sumber,content,combined_text,processed_text
Raja Ampat Liveaboard & Luxury Boat Charter Rentals,Raja Ampat & Rentals,VVIP,IDR 86.190.000,86190000,-,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, cabin, dining area","snorkeling, diving, island hopping, kayak","ac, dining area, snorkeling, kayak, labuan bajo, bar, komodo, cabin, padar, pink beach, island hopping, kelor, diving, kanawa",Raja Ampat & Rentals adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2024/12/raja-ampat-sailing-liveaboard-diving-snorkeling-2.webp,https://www.komodoluxury.com/id/boat-charter-raja-ampat/,www.komodoluxury.com,"Raja Ampat Liveaboard & Luxury Boat Charter Rentals VVIP - 2 - 10 Guests ac, dining area, snorkeling, kayak, labuan bajo, bar, komodo, cabin, padar, pink beach, island hopping, kelor, diving, kanawa","Raja Ampat & Rentals VVIP IDR 86.190.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, dining area, snorkeling, kayak, labuan bajo, bar, komodo, cabin, padar, pink beach, island hopping, kelor, diving, kanawa Raja Ampat & Rentals adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",raja ampat rentals vvip komodo padar pink beach labu bajo kanawa kelor ac ning area snorkeling kayak labu bajo bar komodo cabin padar pink beach island hopping kelor diving kanawa raja ampat rentals mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Lombok Boat Tour Package: Sailing Between Lombok and Flores,Lombok : Sailing Between Lombok and Flores,VVIP,-,0,4 days,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac",snorkeling,"ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, kelor, kanawa",Lombok : Sailing Between Lombok and Flores adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2024/07/EMPEROR-RAJA-LAUT_11zon.webp,https://www.komodoluxury.com/id/tour-packages/lombok-tour-packages/,www.komodoluxury.com,"Lombok Boat Tour Package: Sailing Between Lombok and Flores VVIP 4 days 2 - 10 Guests ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, kelor, kanawa","Lombok : Sailing Between Lombok and Flores VVIP - komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, kelor, kanawa Lombok : Sailing Between Lombok and Flores adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",lombok sailing between lombok flores vvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar komodo padar pink beach kelor kanawa lombok sailing between lombok flores mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Pemilihan Perahu Motor di Raja Ampat,Pemilihan Perahu Motor di Raja Ampat,VVIP,"IDR 3,730,000",3730000,6 day,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","ac, snorkeling equipment, diving equipment","snorkeling, diving","ac, snorkeling, labuan bajo, snorkeling equipment, komodo, padar, pink beach, diving equipment, kelor, diving, kanawa",Pemilihan Perahu Motor di Raja Ampat adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2024/07/dreambay-1.webp,https://www.komodoluxury.com/id/sewa-kapal/speedboat-boats-raja-ampat/,www.komodoluxury.com,"Pemilihan Perahu Motor di Raja Ampat VVIP 6 day 2 - 10 Guests ac, snorkeling, labuan bajo, snorkeling equipment, komodo, padar, pink beach, diving equipment, kelor, diving, kanawa","Pemilihan Perahu Motor di Raja Ampat VVIP IDR 3,730,000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, snorkeling equipment, komodo, padar, pink beach, diving equipment, kelor, diving, kanawa Pemilihan Perahu Motor di Raja Ampat adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",pilih perahu motor raja ampat vvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo snorkeling equipment komodo padar pink beach diving equipment kelor diving kanawa pilih perahu motor raja ampat mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Island Destination,Island Destination,VVIP,IDR 86.190.000,86190000,-,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac","snorkeling, diving, trekking, private charter","ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, private charter, trekking, diving, kelor, kanawa",Island Destination adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2024/11/PRANA-DJI_0094_11zon_11zon.webp,https://www.komodoluxury.com/id/destination/komodo-national-park/komodo-island/,www.komodoluxury.com,"Komodo Island Destination VVIP - 2 - 10 Guests ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, private charter, trekking, diving, kelor, kanawa","Island Destination VVIP IDR 86.190.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, private charter, trekking, diving, kelor, kanawa Island Destination adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",island destination vvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar komodo padar pink beach private charter trekking diving kelor kanawa island destination mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Island Tour - 4D3N Komodo Tour,Island - 4D3N,VVIP,IDR 700.000,700000,4D3N,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac","snorkeling, trekking","ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, trekking, kelor, kanawa",Island - 4D3N adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2025/07/Tripadvisor-Awards-2025-White.png,https://www.komodoluxury.com/id/tour-packages/komodo-island-sailing-tour-packages/4d3n-komodo-tour/,www.komodoluxury.com,"Komodo Island Tour - 4D3N Komodo Tour VVIP 4D3N 2 - 10 Guests ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, trekking, kelor, kanawa","Island - 4D3N VVIP IDR 700.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, trekking, kelor, kanawa Island - 4D3N adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",island d n vvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar komodo padar pink beach trekking kelor kanawa island d n mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
VIP Boat Selection in Raja Ampat,VIP Selection in Raja Ampat,VVIP,-,0,3 days,12 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","ac, cabin, diving equipment","snorkeling, diving, island hopping, kayak","ac, snorkeling, kayak, labuan bajo, komodo, cabin, padar, pink beach, island hopping, diving equipment, kelor, diving, kanawa",VIP Selection in Raja Ampat adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2024/07/teman-cruise-phinisi-exterior-2.webp,https://www.komodoluxury.com/id/sewa-kapal/vip-boats-raja-ampat/,www.komodoluxury.com,"VIP Boat Selection in Raja Ampat VVIP 3 days 12 Guests ac, snorkeling, kayak, labuan bajo, komodo, cabin, padar, pink beach, island hopping, diving equipment, kelor, diving, kanawa","VIP Selection in Raja Ampat VVIP - komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, kayak, labuan bajo, komodo, cabin, padar, pink beach, island hopping, diving equipment, kelor, diving, kanawa VIP Selection in Raja Ampat adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",vip selection in raja ampat vvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling kayak labu bajo komodo cabin padar pink beach island hopping diving equipment kelor diving kanawa vip selection in raja ampat mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Prestige oleh Komodo Luxury,Prestige oleh,VVIP,USD 20.000,20000,-,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","jacuzzi, bar, ac, bathroom, cabin, lounge",private charter,"ac, lounge, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, private charter, jacuzzi, kelor, kanawa",Prestige oleh adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2026/02/komodo-prestige-exterior-1024x687.webp,https://www.komodoluxury.com/id/our-fleet/komodo-prestige/,www.komodoluxury.com,"Komodo Prestige oleh Komodo Luxury VVIP - 2 - 10 Guests ac, lounge, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, private charter, jacuzzi, kelor, kanawa","Prestige oleh VVIP USD 20.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, lounge, labuan bajo, bar, komodo, cabin, padar, pink beach, bathroom, private charter, jacuzzi, kelor, kanawa Prestige oleh adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",prestige vvip komodo padar pink beach labu bajo kanawa kelor ac lounge labu bajo bar komodo cabin padar pink beach bathroom private charter jacuzzi kelor kanawa prestige mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Luxury Phinisi Cruise Komodo,Cruise,VVIP,USD 3.500,3500,10 days,20 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","wifi, sun deck, bar, ac, cabin, snorkeling equipment","snorkeling, diving, trekking, private charter, kayak","ac, snorkeling, kayak, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, private charter, trekking, wifi, diving, kelor, kanawa",Cruise adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2026/03/Sailing-Phinisi-in-Komodo-National-Park.webp,https://www.komodoluxury.com/id/phinisi-mewah-komodo/,www.komodoluxury.com,"Luxury Phinisi Cruise Komodo VVIP 10 days 20 Guests ac, snorkeling, kayak, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, private charter, trekking, wifi, diving, kelor, kanawa","Cruise VVIP USD 3.500 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, kayak, labuan bajo, bar, sun deck, snorkeling equipment, cabin, komodo, padar, pink beach, private charter, trekking, wifi, diving, kelor, kanawa Cruise adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",cruise vvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling kayak labu bajo bar sun deck snorkeling equipment cabin komodo padar pink beach private charter trekking wifi diving kelor kanawa cruise mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Pink Beach Destination,Pink Beach Destination,VVIP,IDR 86.190.000,86190000,-,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac","snorkeling, trekking","ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, trekking, kelor, kanawa",Pink Beach Destination adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2024/07/pexels-ylanite-koppens-697662-2-2-1.jpg,https://www.komodoluxury.com/id/destination/komodo-national-park/pink-beach/,www.komodoluxury.com,"Pink Beach Destination VVIP - 2 - 10 Guests ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, trekking, kelor, kanawa","Pink Beach Destination VVIP IDR 86.190.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, trekking, kelor, kanawa Pink Beach Destination adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",pink beach destination vvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar komodo padar pink beach trekking kelor kanawa pink beach destination mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Layanan Sopir Pribadi dan Transportasi VIP Eksklusif untuk Wisatawan yang Memiliki Selera Tinggi,Layanan Sopir Pribadi dan Transportasi VIP Eksklusif untuk Wisatawan yang Memiliki Selera Tinggi,VVIP,"IDR 4,650,000",4650000,-,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac",Private Charter,"Private Charter, ac, labuan bajo, bar, komodo, padar, pink beach, kelor, kanawa",Layanan Sopir Pribadi dan Transportasi VIP Eksklusif untuk Wisatawan yang Memiliki Selera Tinggi adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2025/09/hiace-and-mini-cooper-rent-car-komodo-by-komodo-luxury.webp,https://www.komodoluxury.com/id/services/luxury-transport-komodo/,www.komodoluxury.com,"Layanan Sopir Pribadi dan Transportasi VIP Eksklusif untuk Wisatawan yang Memiliki Selera Tinggi VVIP - 2 - 10 Guests Private Charter, ac, labuan bajo, bar, komodo, padar, pink beach, kelor, kanawa","Layanan Sopir Pribadi dan Transportasi VIP Eksklusif untuk Wisatawan yang Memiliki Selera Tinggi VVIP IDR 4,650,000 komodo, padar, pink beach, labuan bajo, kanawa, kelor Private Charter, ac, labuan bajo, bar, komodo, padar, pink beach, kelor, kanawa Layanan Sopir Pribadi dan Transportasi VIP Eksklusif untuk Wisatawan yang Memiliki Selera Tinggi adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",layan sopir pribadi transportasi vip eksklusif wisatawan milik selera tinggi vvip komodo padar pink beach labu bajo kanawa kelor private charter ac labu bajo bar komodo padar pink beach kelor kanawa layan sopir pribadi transportasi vip eksklusif wisatawan milik selera tinggi mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Discover Alor & Maumere: Your Ultimate Island Adventure Awaits,Discover Alor & Maumere: Your Ultimate Island Adventure Awaits,VVIP,IDR 86.190.000,86190000,-,40 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac","snorkeling, diving","ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, kelor, diving, kanawa",Discover Alor & Maumere: Your Ultimate Island Adventure Awaits adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2025/10/Alor1_11zon_11zon.webp,https://www.komodoluxury.com/id/destination/alor-maumere/,www.komodoluxury.com,"Discover Alor & Maumere: Your Ultimate Island Adventure Awaits VVIP - 40 Guests ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, kelor, diving, kanawa","Discover Alor & Maumere: Your Ultimate Island Adventure Awaits VVIP IDR 86.190.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, kelor, diving, kanawa Discover Alor & Maumere: Your Ultimate Island Adventure Awaits adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",discover alor maumere your ultimate island adventure awaits vvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar komodo padar pink beach kelor diving kanawa discover alor maumere your ultimate island adventure awaits mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Selezione di imbarcazioni VVIP a Isola di Komodo,Selezione di imbarcazioni VVIP a Isola di,VVIP,-,0,-,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, cabin","snorkeling, kayak","ac, snorkeling, kayak, labuan bajo, bar, komodo, cabin, padar, pink beach, kelor, kanawa",Selezione di imbarcazioni VVIP a Isola di adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2024/07/SiDatuBua_024-scaled.webp,https://www.komodoluxury.com/it/boat-charter/vvip/,www.komodoluxury.com,"Selezione di imbarcazioni VVIP a Isola di Komodo VVIP - 2 - 10 Guests ac, snorkeling, kayak, labuan bajo, bar, komodo, cabin, padar, pink beach, kelor, kanawa","Selezione di imbarcazioni VVIP a Isola di VVIP - komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, kayak, labuan bajo, bar, komodo, cabin, padar, pink beach, kelor, kanawa Selezione di imbarcazioni VVIP a Isola di adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",selezione imbarcazioni vvip a isola vvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling kayak labu bajo bar komodo cabin padar pink beach kelor kanawa selezione imbarcazioni vvip a isola mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Island Tour - 11D10N Komodo Tour,Island - 11D10N,VVIP,IDR 700.000,700000,11D10N,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac",snorkeling,"ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, kelor, kanawa",Island - 11D10N adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2025/07/Tripadvisor-Awards-2025-White.png,https://www.komodoluxury.com/id/tour-packages/komodo-island-sailing-tour-packages/11d10n-komodo-tour/,www.komodoluxury.com,"Komodo Island Tour - 11D10N Komodo Tour VVIP 11D10N 2 - 10 Guests ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, kelor, kanawa","Island - 11D10N VVIP IDR 700.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, kelor, kanawa Island - 11D10N adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",island d n vvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar komodo padar pink beach kelor kanawa island d n mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Kanawa Island Destination,Kanawa Island Destination,VVIP,IDR 86.190.000,86190000,-,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac","snorkeling, trekking","ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, trekking, kelor, kanawa",Kanawa Island Destination adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2024/07/pexels-ylanite-koppens-697662-2-2-1.jpg,https://www.komodoluxury.com/id/destination/komodo-national-park/kanawa-island/,www.komodoluxury.com,"Kanawa Island Destination VVIP - 2 - 10 Guests ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, trekking, kelor, kanawa","Kanawa Island Destination VVIP IDR 86.190.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, trekking, kelor, kanawa Kanawa Island Destination adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",kanawa island destination vvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar komodo padar pink beach trekking kelor kanawa kanawa island destination mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Experience the Charm of Spice Island: Luxury Meets History,the Charm of Spice Island: Meets History,VVIP,IDR 86.190.000,86190000,-,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac","snorkeling, diving, trekking","ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, trekking, diving, kelor, kanawa",the Charm of Spice Island: Meets History adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2025/10/ternate-dan-tidore-wikimedia-commons_11zon-e1761017505365.webp,https://www.komodoluxury.com/id/destination/spice-island/,www.komodoluxury.com,"Experience the Charm of Spice Island: Luxury Meets History VVIP - 2 - 10 Guests ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, trekking, diving, kelor, kanawa","the Charm of Spice Island: Meets History VVIP IDR 86.190.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, trekking, diving, kelor, kanawa the Charm of Spice Island: Meets History adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",charm spice island meets history vvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar komodo padar pink beach trekking diving kelor kanawa charm spice island meets history mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Penyewaan Katamaran Mewah di Komodo,Penyewaan Katamaran Mewah di,VVIP,-,0,-,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","sun deck, jacuzzi, bar, ac, cabin","snorkeling, trekking","ac, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, trekking, jacuzzi, kelor, kanawa",Penyewaan Katamaran Mewah di adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2026/02/Catamaran-Sailing-in-Komodo-National-Park-by-Komodo-Luxury.webp,https://www.komodoluxury.com/id/catamaran-charter-komodo/,www.komodoluxury.com,"Penyewaan Katamaran Mewah di Komodo VVIP - 2 - 10 Guests ac, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, trekking, jacuzzi, kelor, kanawa","Penyewaan Katamaran Mewah di VVIP - komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, sun deck, komodo, cabin, padar, pink beach, trekking, jacuzzi, kelor, kanawa Penyewaan Katamaran Mewah di adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",sewa katamaran mewah vvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar sun deck komodo cabin padar pink beach trekking jacuzzi kelor kanawa sewa katamaran mewah mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Bali Paket Pulau Komodo ke Pulau Komodo,Bali Paket Pulau ke Pulau,VVIP,USD 5.000,5000,7D6N,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac","snorkeling, trekking, private charter, kayak","ac, snorkeling, kayak, labuan bajo, bar, komodo, padar, pink beach, private charter, trekking, kelor, kanawa",Bali Paket Pulau ke Pulau adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2025/08/Padar-Island-Komodo-Komodo-Island-Tour-Komodo-Luxury111.webp,https://www.komodoluxury.com/id/tour-packages/bali-to-komodo-island-tour-packages/,www.komodoluxury.com,"Bali Paket Pulau Komodo ke Pulau Komodo VVIP 7D6N 2 - 10 Guests ac, snorkeling, kayak, labuan bajo, bar, komodo, padar, pink beach, private charter, trekking, kelor, kanawa","Bali Paket Pulau ke Pulau VVIP USD 5.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, kayak, labuan bajo, bar, komodo, padar, pink beach, private charter, trekking, kelor, kanawa Bali Paket Pulau ke Pulau adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",bal paket pulau pulau vvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling kayak labu bajo bar komodo padar pink beach private charter trekking kelor kanawa bal paket pulau pulau mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
liveaboard Komodo: menyelam Mewah Berhari-hari di Taman Laut Utama Indonesia,: menyelam Mewah Berhari-hari di Taman Laut Utama Indonesia,VVIP,IDR 400.000,400000,-,2 - 10 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac","snorkeling, diving, trekking","ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, trekking, diving, kelor, kanawa",: menyelam Mewah Berhari-hari di Taman Laut Utama Indonesia adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://www.komodoluxury.com/wp-content/uploads/2025/11/PRANA-DJI_0094_11zon_11zon.webp,https://www.komodoluxury.com/id/liveaboard-komodo/,www.komodoluxury.com,"liveaboard Komodo: menyelam Mewah Berhari-hari di Taman Laut Utama Indonesia VVIP - 2 - 10 Guests ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, trekking, diving, kelor, kanawa",": menyelam Mewah Berhari-hari di Taman Laut Utama Indonesia VVIP IDR 400.000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, bar, komodo, padar, pink beach, trekking, diving, kelor, kanawa : menyelam Mewah Berhari-hari di Taman Laut Utama Indonesia adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",selam mewah berharihari taman laut utama indonesia vvip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo bar komodo padar pink beach trekking diving kelor kanawa selam mewah berharihari taman laut utama indonesia mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
